"Обнаружение лесного пожара, дата","Обнаружение лесного пожара, время","Географические координаты места обнаружения пожара, наименование","Географические координаты места обнаружения пожара, азимут, гра-дусы","Широта (градусы, минуты, секунды)","Долгота (градусы, минуты, секунды)","Скорость ветра в районе пожара, в момент обнару-жения, м/с","Площадь пожара, га (в момент обна­ ружения)","Площадь пожара, га (всего)","Площадь пожара, га (лесная)","Площадь пожара, га (покрытая лесной раститель- ностью)",Причина
29.04.2021,10:00:00,д Ширяево,96,56.17333333333333,71.3386111111111,9.0,6.3,19.5,19.5,19.5,с иных категорий
30.04.2021,05:00:00,д Моторово,305,56.54,71.13833333333334,8.0,52,142.2,134.2,134.2,с иных категорий
01.05.2021,13:00:00,с Паново,330,56.37166666666667,70.96444444444444,9.0,0.1,1,1,1,мн
02.05.2021,09:00:00,д Калугино,61,56.06916666666667,71.91388888888889,10.0,4,24.5,24.5,24.5,с иных категорий
02.05.2021,14:00:00,с Паново,151,56.31944444444444,71.01555555555555,10.0,7.1,18.3,18.3,15.5,с иных категорий
03.05.2021,14:00:00,д Ольгино,98,56.23416666666667,71.10472222222222,4.0,9,22.8,22.8,22.8,с иных категорий
04.05.2021,09:30:00,д Кабанье,114,56.12916666666667,71.57583333333334,5.0,6.1,14.3,14.3,14.3,с иных категорий
05.05.2021,10:00:00,д Ольгино,71,56.24305555555556,71.08027777777778,6.0,8,87.5,87.5,87.5,с иных категорий
06.05.2021,15:30:00,рп Крутинка,104,56.007777777777775,71.54222222222222,8.0,11,31.9,31.9,31.9,с иных категорий
11.05.2021,13:00:00,д Ширяево,234,56.173611111111114,71.18944444444445,6.0,10,20.5,20.5,20.5,с иных категорий
11.05.2021,09:00:00,д Красный Яр,209,56.37027777777778,71.07277777777777,6.0,10,87.7,87.7,50.4,с иных категорий
23.04.2021,14:00:00,с Паново,163,56.32833333333333,70.99833333333333,5.0,3.2,21.9,21.9,21.9,с иных категорий
24.04.2021,08:30:00,д Красный Пахарь,335,56.10916666666667,71.4888888888889,4.0,4.3,23.2,23.2,23.2,с иных категорий
24.04.2021,14:30:00,д Кабанье,197,56.115,71.47444444444444,5.0,7.1,22.8,22.8,22.8,с иных категорий
25.04.2021,08:00:00,с Яман,318,56.08,71.31722222222223,9.0,7.2,24.7,24.7,24.7,с иных категорий
17.05.2021,08:00:00,рп Крутинка,104,56.00833333333333,71.59916666666666,5.0,12,24.6,24.6,24.6,с иных категорий
21.05.2021,12:00:00,д Красный Пахарь,83,56.095,71.54138888888889,6.0,4,9.6,9.6,9.6,с иных категорий
14.06.2021,11:00:00,с Зимино,256,56.27305555555556,70.81694444444445,4.0,2,9,9,9,с иных категорий
15.06.2021,11:00:00,рп Крутинка,58,56.018055555555556,71.57111111111111,4.0,1.2,4.7,4.7,4.7,с иных категорий
27.05.2021,08:00:00,с Яман,334,56.085277777777776,71.35222222222222,6.0,6,23.8,23.8,23.8,с иных категорий
27.05.2021,08:00:00,д Кабанье,80,56.156666666666666,71.59333333333333,6.0,5,23.3,23.3,23.3,от гроз
15.05.2021,14:00:00,с Новая Шараповка,105,54.97888888888889,72.7911111111111,6.0,4,8.8,8.8,8.8,мн
16.05.2021,14:00:00,д Больше-Васильевка,18,54.69,72.26333333333334,,3,12,12,12,с иных категорий
01.05.2021,15:30:00,с Новокиевка,65,55.24583333333333,72.4336111111111,,2,10.6,10.6,10.6,с иных категорий
02.05.2021,09:30:00,рп Любинский,125,55.135,72.75611111111111,,3,8.7,8.7,8.7,с иных категорий
02.05.2021,09:30:00,п Лесногорский,289,54.85194444444444,72.15,,11,21.4,21.4,21.4,с иных категорий
02.05.2021,19:00:00,д Маломогильное,1,55.335,72.51138888888889,11.0,2.5,5.7,4.7,4.7,с иных категорий
03.05.2021,09:00:00,д Славинка,191,55.24055555555555,72.35194444444444,5.0,6,17.1,15,15,с иных категорий
04.05.2021,14:00:00,д Балашовка,253,55.216944444444444,72.23,,2,14.6,14.6,14.6,с иных категорий
06.05.2021,10:00:00,с Борисовское,34,54.60805555555555,72.60055555555556,14.0,14,14,14,14,с иных категорий
06.05.2021,10:00:00,д Славинка,98,55.510555555555555,72.50555555555556,14.0,8,22,22,22,с иных категорий
06.05.2021,16:00:00,д Андреевка,267,55.532222222222224,72.835,14.0,7,22.1,22.1,22.1,с иных категорий
06.05.2021,12:00:00,рзд Новокиевский,320,55.479166666666664,72.66666666666667,15.0,4,10.2,10.2,10.2,с иных категорий
07.05.2021,16:00:00,с Новоархангелка,13,55.39111111111111,72.04611111111112,,3,5.2,5.2,5.2,с иных категорий
07.05.2021,12:00:00,п Пролетарский,79,55.2075,72.32944444444445,,10,24.4,24.4,24.4,с иных категорий
08.05.2021,13:00:00,д Барсуковка,209,55.19888888888889,72.71388888888889,,2,6.8,6.8,6.8,с иных категорий
09.05.2021,11:00:00,п Камышловский,280,55.12611111111111,72.855,,8,15,15,15,с иных категорий
21.04.2021,09:00:00,п Щучье,54,55.43972222222222,72.15666666666667,27.0,16,20.1,20.1,20.1,мн
21.04.2021,11:00:00,д Капустино,4,55.4625,72.39416666666666,27.0,15,23.2,15.7,15.7,мн
22.04.2021,09:00:00,д Шулаевка,88,55.20361111111111,72.02916666666667,,16,19.1,15.6,15.6,мн
22.04.2021,15:00:00,п Марьяновский,134,54.89888888888889,72.57305555555556,,4,6,6,6,мн
23.04.2021,14:00:00,д Малая Черноостровка,38,55.276944444444446,72.0975,,15,16.4,16.4,16.4,мн
12.05.2021,14:00:00,с Таловское,338,54.44611111111111,72.35305555555556,5.0,2,20.2,18.4,18.4,с иных категорий
24.04.2021,14:00:00,п Камышловский,278,55.187777777777775,73.03222222222222,,2,7.3,7.3,7.3,мн
13.05.2021,01:00:00,п Пролетарский,233,55.19222222222222,72.29972222222223,,8,21.2,21.2,21.2,с иных категорий
25.04.2021,13:30:00,д Чебуренки,15,54.89055555555556,72.52166666666666,,2,4.7,4.7,4.7,мн
25.04.2021,16:00:00,д Усовка,176,54.901944444444446,72.65,6.0,4,7.4,7.4,7.4,мн
17.05.2021,15:30:00,рп Красный Яр,352,55.28805555555556,72.5586111111111,,1,2,2,2,с иных категорий
18.05.2021,15:00:00,с Алексеевка,239,55.33555555555556,72.05388888888889,,2,5,5,5,с иных категорий
20.05.2021,13:30:00,д Большая Роща,280,54.80138888888889,72.48222222222222,,3,6.6,6.6,6.6,мн
25.05.2021,14:30:00,п Лесной,10,55.17472222222222,72.29388888888889,,2,5,5,0,с иных категорий
26.05.2021,14:00:00,п Пролетарский,34,55.227777777777774,72.37222222222222,,1,2.7,2.4,2.4,от гроз
26.05.2021,14:00:00,п Лесногорский,236,54.82,72.11305555555556,9.0,2,4.8,4.8,4.8,мн
16.06.2021,15:30:00,рп Красный Яр,17,55.28638888888889,72.94194444444445,,0.5,1.5,1.5,1.5,мн
28.05.2021,15:00:00,рп Красный Яр,336,55.26111111111111,72.90388888888889,,2,7,7,7,мн
29.05.2021,14:00:00,д Славинка,152,55.22888888888889,72.37194444444444,,2.5,6.7,6,6,мн
30.05.2021,10:30:00,д Беляевка,112,55.22888888888889,72.37194444444444,,8,15.6,15.6,15.6,мн
31.05.2021,18:00:00,аул Домбай,165,54.74666666666667,72.18972222222222,,4,9.6,9.6,9.6,мн
10.07.2021,15:00:00,с Алексеевка,130,55.20722222222222,72.21666666666667,2.0,2,12,12,12,мн
26.07.2021,12:00:00,п Политотдел,270,55.205555555555556,73.19333333333333,7.0,1,2,2,2,мн
20.10.2021,15:30:00,с Замелетеновка,127,55.22277777777778,72.66777777777777,,0.5,2,2,2,мн
25.10.2021,09:00:00,д Квасовка,174,55.256388888888885,72.70277777777778,5.0,2,3,3,3,мн
27.04.2021,08:00:00,д Кокшенево,39,56.39194444444445,75.16805555555555,9.0,6,21.3,21.3,21.3,мн
27.04.2021,12:00:00,д Павловка,188,56.24861111111111,75.30027777777778,9.0,15,24.2,24.2,24.2,граница
14.05.2021,15:50:00,д Самохвалово,6,56.35,75.56944444444444,12.0,2,7.8,7.8,7.8,мн
15.05.2021,16:20:00,с Гурово,260,56.29083333333333,75.09944444444444,10.0,0.2,0.3,0.3,0.3,мн
29.04.2021,14:20:00,д Павловка,199,56.235,75.29083333333334,15.0,10,20,20,20,с иных категорий
30.04.2021,14:00:00,с Гурово,161,56.191944444444445,75.22194444444445,15.0,8,160,160,70,граница
02.05.2021,12:30:00,рп Муромцево,115,56.3475,75.31416666666667,12.0,10,21.3,21.3,21.3,мн
03.05.2021,08:50:00,д Малинкино,280,56.49166666666667,75.78583333333333,4.0,15,24.3,24.3,24.3,мн
03.05.2021,08:00:00,д Кокшенево,16,56.397222222222226,75.15833333333333,5.0,4,16.2,16.2,16.2,мн
05.05.2021,11:00:00,д Новорождественка,217,56.183055555555555,74.89111111111112,11.0,2,13.5,13.5,13.5,мн
05.05.2021,16:00:00,д Дурново,230,56.26305555555555,75.35305555555556,11.0,6,12.1,12.1,12.1,мн
05.05.2021,14:00:00,д Тармакла,353,56.57694444444444,75.5188888888889,11.0,25,65.3,65.3,65.3,мн
06.05.2021,16:30:00,д Самохвалово,217,56.25361111111111,75.57527777777777,15.0,2,3.4,3.4,3.4,мн
06.05.2021,14:35:00,д Алексеевка,339,56.60194444444444,74.80305555555556,15.0,15,118.6,118.6,118.6,мн
06.05.2021,00:30:00,д Курнево,4,56.32472222222222,75.56361111111111,8.0,0.2,0.6,0.6,0.6,мн
06.05.2021,12:00:00,д Тармакла,299,56.52194444444444,75.45805555555556,15.0,10,18.5,18.5,18.5,мн
06.05.2021,13:05:00,д Копьево,45,55.955555555555556,75.14277777777778,15.0,45,1218,1218,1218,мн
07.05.2021,10:30:00,с Ушаково,206,56.35305555555556,75.69888888888889,15.0,5,14.5,14.5,14.5,мн
08.05.2021,09:00:00,д Копьево,38,55.9925,75.07722222222222,15.0,3,13.2,13.2,13.2,с иных категорий
08.05.2021,09:35:00,д Кордон Бергамак,119,56.46111111111111,75.02694444444444,15.0,50,977.1,959.4,955.2,мн
10.05.2021,08:30:00,д Кольцовка,176,56.41388888888889,75.7388888888889,11.0,30,123.7,123.7,123.7,мн
11.05.2021,15:30:00,д Моисеевка,69,55.90611111111111,74.93,4.0,2,23.8,23.8,23.8,граница
11.05.2021,10:00:00,д Большекрасноярка,187,56.36194444444445,75.92305555555555,4.0,9.5,19.9,19.9,19.9,с иных категорий
12.05.2021,11:30:00,д Моисеевка,180,55.880833333333335,74.83694444444444,14.0,21,62.3,62.3,62.3,граница
13.05.2021,01:30:00,д Окунево,312,56.458888888888886,74.86694444444444,2.0,5,11.1,11.1,11.1,мн
13.05.2021,02:00:00,д Любимовка,98,56.49888888888889,75.84861111111111,4.0,2,51.1,51.1,51.1,мн
16.05.2021,13:00:00,с Карбыза,319,56.6525,75.8163888888889,8.0,15,73,73,73,от гроз
18.05.2021,13:00:00,с Карбыза,330,56.65,75.85694444444445,6.0,2,16.3,16.3,16.3,мн
15.06.2021,14:30:00,д Лисино,150,56.39111111111111,75.10944444444445,13.0,1,4,4,4,мн
30.05.2021,15:30:00,д Сперановка,180,56.105,74.93333333333334,8.0,5,8,8,8,линейные объекты
30.05.2021,15:30:00,с Гурово,255,56.26222222222222,75.01916666666666,8.0,8,23.5,23.5,23.5,мн
30.05.2021,14:30:00,с Бергамак,344,56.45194444444444,75.04277777777777,8.0,2,2.9,2.9,2.9,мн
02.07.2021,14:00:00,д Окунево,135,56.435,74.92055555555555,1.0,0.15,0.2,0.2,0.2,линейные объекты
13.07.2021,00:05:00,д Окунево,180,56.42666666666667,74.90138888888889,10.0,4,7,7,7,мн
26.04.2021,11:00:00,д Осиново,357,55.49611111111111,70.74,15.0,4.8,18.9,18.9,18.9,с иных категорий
27.04.2021,12:00:00,с Старинка,122,55.735,71.415,12.0,3,16.5,16.5,16.5,с иных категорий
01.05.2021,16:20:00,д Кочковатка,13,55.5175,71.66638888888889,25.0,4,15.3,15.3,15.3,с иных категорий
04.05.2021,15:00:00,с Муравьевка,182,55.613055555555555,71.40805555555555,11.0,2,10.6,10.6,10.6,с иных категорий
06.05.2021,14:30:00,г Называевск,93,55.93527777777778,71.81138888888889,15.0,3,7.7,7.7,7.7,с иных категорий
06.05.2021,18:00:00,д Кабаново,95,55.33,70.89805555555556,12.0,1.5,7,7,7,с иных категорий
08.05.2021,16:30:00,с Искра,87,55.89972222222222,71.0736111111111,10.0,5,17,17,17,с иных категорий
10.05.2021,17:20:00,д Фомиха,263,55.799166666666665,71.90722222222222,7.0,3.9,9.8,9.8,9.8,с иных категорий
22.04.2021,16:00:00,д Гагаринка,257,55.51694444444445,71.215,8.0,4,17.4,17.4,17.4,с иных категорий
23.04.2021,08:30:00,д Кочковатка,47,55.536944444444444,71.70694444444445,15.0,6,24.8,24.8,24.8,с иных категорий
23.04.2021,12:00:00,с Лорис-Меликово,199,55.543055555555554,71.58194444444445,15.0,5,23.7,23.7,23.7,с иных категорий
24.04.2021,09:00:00,с Налимово,166,55.57694444444444,71.85111111111111,16.0,2,24.9,24.9,24.9,с иных категорий
24.04.2021,10:00:00,с Налимово,212,55.58888888888889,71.775,16.0,5,24.8,24.8,24.8,с иных категорий
25.04.2021,09:00:00,д Милютино,351,55.555277777777775,71.82111111111111,15.0,5,23.9,23.9,23.9,с иных категорий
14.05.2021,11:00:00,с Искра,131,55.90638888888889,71.02194444444444,5.0,6,19.1,19.1,19.1,с иных категорий
07.06.2021,14:30:00,д Котино,115,55.742222222222225,70.87222222222222,4.0,1,3.9,3.9,3.9,с иных категорий
20.05.2021,11:00:00,д Богословка,151,55.62888888888889,71.32055555555556,5.0,1.5,1.5,1.5,1.5,с иных категорий
21.05.2021,14:00:00,с Покровка,138,55.50111111111111,71.03111111111112,10.0,2.8,8.5,8.5,8.5,с иных категорий
23.05.2021,14:00:00,д Кочковатка,15,55.545,71.67388888888888,10.0,4.7,18.9,18.9,18.9,с иных категорий
25.05.2021,14:30:00,г Называевск,106,55.54694444444444,71.45388888888888,13.0,3,4.5,4.5,4.5,с иных категорий
28.05.2021,14:30:00,с Лорис-Меликово,239,55.58027777777778,71.5111111111111,5.0,2,4,4,4,с иных категорий
29.05.2021,15:00:00,д Кочковатка,100,55.50611111111111,71.70805555555556,4.0,3,5.5,5.5,5.5,с иных категорий
19.06.2021,19:00:00,д Нововоскресенка,176,55.86055555555556,71.54805555555555,6.0,2,4.1,4.1,4.1,с иных категорий
30.05.2021,15:30:00,д Редкое,68,55.76888888888889,71.07111111111111,4.0,1,4.9,4.9,4.9,с иных категорий
08.07.2021,10:45:00,с Покровка,159,55.511944444444445,71.00694444444444,8.0,1,2.3,2.3,2.3,с иных категорий
08.07.2021,14:00:00,с Жирновка,86,55.39,71.42388888888888,8.0,5,9.2,9.2,9.2,с иных категорий
09.07.2021,17:00:00,д Михайловка,194,55.55888888888889,71.2161111111111,10.0,1.9,7.8,7.8,7.8,с иных категорий
04.07.2021,10:30:00,д Редкое,44,55.795,71.1,12.0,2,12.1,12.1,12.1,с иных категорий
04.07.2021,15:00:00,д Константиновка,275,55.23305555555555,71.60388888888889,12.0,5,21.7,21.7,21.7,с иных категорий
04.07.2021,16:00:00,д Кочковатка,27,55.55305555555555,71.695,12.0,1.5,2,2,2,с иных категорий
06.07.2021,06:30:00,д Нововоскресенка,323,55.50194444444445,71.30388888888889,12.0,2,7.3,7.3,7.3,с иных категорий
21.07.2021,14:30:00,д Михайловка,82,55.58888888888889,71.295,10.0,2.9,12.1,12.1,12.1,с иных категорий
24.08.2021,15:00:00,с Князево,246,55.29277777777778,70.89805555555556,1.0,0.5,2.5,2.5,2.5,с иных категорий
18.09.2021,14:00:00,с Лорис-Меликово,273,55.581944444444446,71.5038888888889,9.0,2,5,5,5,с иных категорий
05.09.2021,08:00:00,с Покровка,33,55.52611111111111,71.00111111111111,15.0,2,4,4,4,с иных категорий
05.09.2021,07:00:00,с Мангут,276,55.785,70.58194444444445,15.0,7,19,19,19,с иных категорий
30.09.2021,08:00:00,с Жирновка,313,55.405,71.3,8.0,2,6,6,6,с иных категорий
30.09.2021,09:00:00,д Гагаринка,182,55.50694444444444,71.26805555555555,8.0,0.5,1.9,1.9,1.9,с иных категорий
08.10.2021,17:00:00,с Лорис-Меликово,265,55.94972222222222,71.79972222222223,9.0,2,4.3,4.3,4.3,с иных категорий
09.10.2021,16:00:00,д Лебяжье,245,55.22,70.98611111111111,7.0,1.5,4.9,4.9,4.9,с иных категорий
17.10.2021,14:00:00,с Жирновка,324,55.431111111111115,71.27888888888889,5.0,2,14.1,14.1,14.1,с иных категорий
19.10.2021,15:00:00,д Дурбет,296,55.34888888888889,71.12194444444444,8.0,2,10,10,10,с иных категорий
08.11.2021,05:00:00,д Михайловка,234,55.55388888888889,71.155,24.0,7,24.6,24.6,24.6,с иных категорий
21.10.2021,13:30:00,д Спасск,342,55.431111111111115,71.61805555555556,7.0,1,5.7,5.7,5.7,с иных категорий
25.10.2021,14:00:00,д Дурбет,355,55.408055555555556,71.18805555555555,7.0,4,10,10,10,с иных категорий
26.04.2021,10:00:00,д Травкино,75,54.992777777777775,73.77222222222223,10.0,4,14.1,14.1,7.5,с иных категорий
26.04.2021,01:00:00,с Новотроицкое,271,55.27,73.14027777777778,7.0,5,19.2,19.2,19.2,с иных категорий
26.04.2021,15:30:00,д Девятериковка,317,55.28194444444444,73.0,10.0,6,23.9,23.9,23.9,мн
26.04.2021,11:00:00,с Новотроицкое,271,55.27,73.14027777777778,10.0,5,24.1,24.1,24.1,с иных категорий
15.05.2021,10:00:00,д Трусовка,164,55.221944444444446,73.72111111111111,10.0,0.5,1.5,1.5,1.5,с иных категорий
15.05.2021,08:30:00,д Петровка,350,55.28388888888889,73.53888888888889,10.0,15,54.4,54.4,52.4,с иных категорий
15.05.2021,17:30:00,д Богдановка,225,55.0575,73.24027777777778,10.0,2,5.8,5.8,5.8,с иных категорий
16.05.2021,14:00:00,д Комсомол,111,54.63,74.09305555555555,10.0,2,3.6,3.6,3.6,мн
30.04.2021,14:00:00,с Никоновка,236,55.352777777777774,73.51388888888889,5.0,4,44.2,44.2,38.2,с иных категорий
01.05.2021,11:00:00,д Круглово,79,55.14,74.3561111111111,10.0,3,16.3,16.3,16.3,с иных категорий
01.05.2021,14:00:00,д Девятериковка,278,55.255,73.785,10.0,2,7.8,7.8,6.8,с иных категорий
01.05.2021,13:30:00,с Новотроицкое,48,55.306111111111115,73.22694444444444,10.0,5,14,14,14,мн
02.05.2021,13:00:00,с Никоновка,181,55.35305555555556,73.55,10.0,3,9.3,9.3,9.3,с иных категорий
02.05.2021,10:00:00,д Корниловка,243,55.00388888888889,73.89194444444445,10.0,9,24.7,24.7,24.7,с иных категорий
02.05.2021,17:00:00,д Корниловка,243,55.00388888888889,73.89194444444445,10.0,5,16.7,16.7,16.7,с иных категорий
02.05.2021,18:00:00,д Королевка,128,55.39888888888889,73.685,10.0,2,7.2,7.2,7.2,с иных категорий
02.05.2021,17:30:00,д 18 Партсъезд,46,55.181111111111115,73.98222222222222,10.0,1,9.1,9.1,9.1,с иных категорий
02.05.2021,21:15:00,д Алексеевка,264,55.316944444444445,73.28694444444444,12.0,20,64,64,60.5,с иных категорий
02.05.2021,15:00:00,с Покровка,86,55.37777777777778,73.39833333333333,12.0,12,194.1,194.1,194.1,с иных категорий
03.05.2021,02:00:00,д Петровка,18,55.23277777777778,73.52722222222222,10.0,1,3.8,3.8,3.8,с иных категорий
04.05.2021,14:00:00,д Петровка,220,55.216944444444444,73.48611111111111,6.0,4,19.6,19.6,19.6,с иных категорий
05.05.2021,02:00:00,с Новотроицкое,48,55.306111111111115,73.22694444444444,6.0,10.5,20.5,20.5,5.5,с иных категорий
05.05.2021,09:30:00,д Трусовка,285,55.24305555555556,73.68694444444445,6.0,0.5,7.4,7.4,7.4,с иных категорий
05.05.2021,12:00:00,д Нижняя Ильинка,139,55.365,73.25611111111111,7.0,20,51,51,37.5,с иных категорий
06.05.2021,12:00:00,с Пушкино,128,55.08083333333333,73.50638888888889,10.0,0.3,1.3,1.3,1.3,мн
06.05.2021,12:00:00,с Надеждино,147,55.166111111111114,73.28194444444445,10.0,2,71,71,61.8,мн
06.05.2021,16:45:00,с Надеждино,171,55.17194444444444,73.255,10.0,4,12.2,12.2,12.2,с иных категорий
06.05.2021,16:45:00,п Иртышский,285,54.833888888888886,73.55,10.0,8,13,13,3.1,с иных категорий
07.05.2021,16:00:00,п Хвойный,139,55.094722222222224,73.6025,10.0,0.1,0.2,0.2,0.2,с иных категорий
07.05.2021,11:00:00,с Алексеевка,58,55.22694444444444,73.96,10.0,8,57.2,57.2,57.2,с иных категорий
07.05.2021,17:00:00,д Вперед,172,55.08,73.76805555555555,10.0,4,21.1,21.1,21.1,с иных категорий
08.05.2021,12:00:00,д Николенко,167,54.73,73.9,3.0,10,24.6,24.6,24.6,мн
08.05.2021,14:30:00,д Классино,217,55.268055555555556,73.44305555555556,3.0,15,93.1,93.1,83.8,с иных категорий
08.05.2021,12:00:00,д Степановка,120,55.206944444444446,73.83611111111111,3.0,10,31.1,31.1,31.1,с иных категорий
08.05.2021,18:30:00,д Алексеевка,80,55.325,73.42166666666667,3.0,3,5.9,5.9,5.9,с иных категорий
21.04.2021,02:00:00,д Халдеевка,158,55.38,73.63694444444444,5.0,2,6.8,6.8,6.8,мн
21.04.2021,12:00:00,д Халдеевка,332,55.35611111111111,73.63305555555556,6.0,5,15.1,15.1,15.1,мн
21.04.2021,18:30:00,с Покровка,285,55.672777777777775,73.59333333333333,6.0,15,23.6,23.6,23.6,с иных категорий
22.04.2021,12:00:00,п Андреевский,262,55.09,73.67111111111112,5.0,4,20.6,20.6,20.6,мн
22.04.2021,01:00:00,д Нижняя Ильинка,69,55.39805555555556,73.32888888888888,5.0,6,24,24,24,мн
22.04.2021,13:00:00,с Никоновка,132,55.35111111111111,73.59305555555555,3.0,2,6.3,6.3,6.3,мн
22.04.2021,15:30:00,с Никоновка,75,55.38194444444444,73.6138888888889,3.0,2,5.7,5.7,5.7,мн
22.04.2021,10:30:00,с Никоновка,82,55.38,73.63694444444444,3.0,2,16.5,16.5,16.5,мн
21.04.2021,13:00:00,д Классино,287,55.32111111111111,73.44305555555556,6.0,6,24.1,24.1,21.1,мн
22.04.2021,02:00:00,д Девятериковка,159,55.23388888888889,73.8411111111111,5.0,4,23.8,23.8,23.8,мн
22.04.2021,14:00:00,с Ульяновка,159,54.956944444444446,73.68194444444444,5.0,0.2,0.9,0.9,0.9,с иных категорий
11.05.2021,01:00:00,с Надеждино,83,55.201388888888886,73.33222222222223,8.0,3,7,7,7,с иных категорий
23.04.2021,07:00:00,д Алексеевка,149,55.28611111111111,73.40388888888889,5.0,8,68.1,68.1,68.1,мн
23.04.2021,12:00:00,д Девятериковка,347,55.261944444444445,73.825,5.0,1,6,6,6,мн
23.04.2021,14:00:00,п Хвойный,348,55.12,73.58111111111111,5.0,0.3,1.2,1.2,1.2,мн
23.04.2021,06:00:00,д Нижняя Ильинка,69,55.39805555555556,73.32888888888888,5.0,10,24.9,24.9,24.9,мн
23.04.2021,14:00:00,д Королевка,313,55.41027777777778,73.67694444444444,5.0,2,9.6,9.6,9.6,мн
23.04.2021,15:00:00,д Бородинка,55,55.325,73.74388888888889,5.0,4,8.8,8.8,8.8,мн
12.05.2021,15:00:00,д Трусовка,30,55.25111111111111,73.7238888888889,8.0,6,18.5,18.5,8,с иных категорий
12.05.2021,16:00:00,с Красноярка,230,55.31138888888889,73.06777777777778,8.0,0.1,0.2,0.2,0.2,мн
24.04.2021,13:00:00,с Новотроицкое,337,55.283055555555556,73.145,3.0,2,4.5,4.5,4.5,с иных категорий
24.04.2021,16:00:00,с Усть-Заостровка,175,54.74055555555555,73.71444444444444,3.0,0.9,1.7,1.7,1.7,с иных категорий
24.04.2021,16:00:00,д Калиновка,280,55.21611111111111,73.58916666666667,3.0,2,15.5,15.5,12,мн
24.04.2021,13:00:00,д Нижняя Ильинка,69,55.39805555555556,73.32888888888888,3.0,5,10.7,10.7,0,с иных категорий
24.04.2021,14:00:00,д Корниловка,210,54.988055555555555,73.92,3.0,3,7.5,7.5,7.5,с иных категорий
24.04.2021,14:00:00,с Никоновка,45,55.37583333333333,73.56833333333333,3.0,5,9.7,9.7,9.7,с иных категорий
24.04.2021,15:00:00,с Никоновка,252,55.363055555555555,73.49805555555555,3.0,4,9.2,9.2,9.2,с иных категорий
24.04.2021,19:00:00,д Ракитинка,90,55.115,73.43694444444445,3.0,0.1,0.1,0.1,0.1,мн
13.05.2021,16:00:00,п Хвойный,237,55.119166666666665,73.60666666666667,1.0,0.1,0.2,0.2,0.2,мн
25.04.2021,18:00:00,п Дачный,82,55.25472222222222,73.38027777777778,7.0,0.5,2.5,2.5,2.5,с иных категорий
25.04.2021,15:00:00,п Октябрьский,67,54.93611111111111,73.69305555555556,7.0,3,7,7,7,с иных категорий
25.04.2021,12:30:00,д Королевка,312,55.39833333333333,73.68833333333333,7.0,4,17.2,17.2,17.2,с иных категорий
25.04.2021,13:00:00,д Бородинка,45,55.315,73.715,7.0,9,28.9,28.9,28.9,с иных категорий
25.04.2021,15:00:00,с Харино,103,55.1375,73.30777777777777,7.0,0.4,1,1,1,с иных категорий
17.05.2021,16:45:00,с Ульяновка,312,54.975,73.66111111111111,10.0,5,11.3,11.3,11.3,с иных категорий
17.05.2021,14:30:00,рзд Петрушенко,2,55.075,73.0,10.0,10,110,110,110,с иных категорий
17.05.2021,09:00:00,рп Кормиловка,11,55.02361111111111,74.1661111111111,5.0,0.2,1,1,1,мн
06.06.2021,16:00:00,д Малахово,340,55.47222222222222,73.78416666666666,4.0,0.1,0.1,0.1,0.1,с иных категорий
18.05.2021,16:45:00,рзд Развязка,35,55.01444444444444,73.81916666666666,6.0,1,2.3,2.3,2.3,с иных категорий
09.06.2021,16:00:00,п Омский,203,55.093333333333334,73.34527777777778,3.0,0.4,0.6,0.6,0.6,мн
10.06.2021,11:30:00,п Дачный,164,55.21666666666667,73.34,6.0,0.4,0.4,0.4,0.4,мн
10.06.2021,15:00:00,п Иртышский,45,54.833888888888886,73.61888888888889,7.0,6,13,13,7.4,мн
22.05.2021,13:30:00,д Михеевка,10,55.17888888888889,74.06194444444445,3.0,10,42.8,42.8,42.8,с иных категорий
24.05.2021,18:30:00,с Покровка,152,55.35916666666667,73.45472222222222,3.0,1,3.2,3.2,3.2,с иных категорий
13.06.2021,14:30:00,д Степановка,263,55.21111111111111,73.88888888888889,4.0,9.8,13.5,13.5,4,с иных категорий
25.05.2021,16:00:00,д Девятериковка,17,55.28111111111111,73.845,6.0,5,9.2,9.2,9.2,с иных категорий
14.06.2021,14:00:00,д Березянка,54,55.20305555555556,73.44111111111111,8.0,5.1,12,12,5.9,с иных категорий
27.05.2021,14:00:00,д Покрово-Иртышское,73,54.618611111111115,74.1925,10.0,2.5,7.5,7.5,7.5,с иных категорий
28.05.2021,14:00:00,д Малахово,217,55.23777777777778,73.48638888888888,8.0,5,10.9,10.9,10.3,с иных категорий
29.05.2021,10:30:00,д Смирновка,208,54.71666666666667,73.86638888888889,4.0,4,7.4,7.4,7.4,мн
18.06.2021,15:00:00,д Трусовка,73,55.24805555555555,73.76194444444444,8.0,3,13.3,13.3,11.6,с иных категорий
19.06.2021,16:30:00,д Калиновка,151,55.20666666666666,73.60694444444445,5.0,0.5,1,1,1,мн
19.06.2021,17:30:00,д Девятериковка,80,55.24777777777778,73.77805555555555,5.0,3,4.5,4.5,4.5,мн
30.05.2021,14:30:00,д Алексеевка,39,55.34,73.39305555555555,3.0,2,19.5,19.5,19.5,с иных категорий
31.05.2021,11:00:00,д Покрово-Иртышское,257,54.56944444444444,74.1875,8.0,2,3.5,3.5,3.5,мн
