"Обнаружение лесного пожара, дата","Обнаружение лесного пожара, время","Географические координаты места обнаружения пожара, наименование","Географические координаты места обнаружения пожара, азимут, гра-дусы","Широта (градусы, минуты, секунды)","Долгота (градусы, минуты, секунды)","Скорость ветра в районе пожара, в момент обнару-жения, м/с","Площадь пожара, га (в момент обна­ ружения)","Площадь пожара, га (всего)","Площадь пожара, га (лесная)","Площадь пожара, га (покрытая лесной раститель- ностью)",Причина
02.06.2021,18:30:00,с Чернолучье,327,55.471111111111114,73.03444444444445,5.0,1,1.5,1.5,1.5,мн
03.06.2021,17:00:00,д Комсомол,110,54.6525,73.985,7.0,4,8.8,8.8,8.8,с иных категорий
24.06.2021,13:30:00,д Березянка,69,55.19888888888889,73.46027777777778,5.0,0.1,0.1,0.1,0.1,с иных категорий
30.07.2021,12:45:00,п Хвойный,359,55.128055555555555,73.58055555555555,7.0,0.5,2.03,0.03,0.03,мн
07.07.2021,20:00:00,с Сыропятское,200,55.08416666666667,73.91194444444444,2.0,1,2,2,0.5,мн
06.08.2021,13:30:00,п Ачаирский,351,54.63527777777778,73.9875,4.0,1.5,5,5,5,мн
06.08.2021,14:00:00,п Ачаирский,338,54.647222222222226,73.96527777777777,4.0,1,5.2,5.2,5.2,мн
22.07.2021,15:00:00,д Новая Ивановка,80,54.86972222222222,74.29027777777777,4.0,10,45.1,45.1,45.1,мн
22.07.2021,16:45:00,п Иртышский,45,54.827777777777776,73.62361111111112,4.0,1,2.8,2.8,2.3,мн
24.07.2021,16:30:00,д Классино,202,55.08083333333333,74.04888888888888,5.0,0.5,0.8,0.8,0,мн
24.07.2021,13:00:00,с Красноярка,267,55.318333333333335,73.07861111111112,4.0,0.1,0.2,0.2,0.2,мн
24.07.2021,17:30:00,д Михеевка,174,55.08083333333333,74.04888888888888,5.0,1.5,3.8,3.8,3.8,мн
24.07.2021,18:00:00,д Зеленая Роща,95,54.92638888888889,73.80638888888889,5.0,2,4,4,4,мн
25.07.2021,12:00:00,д Новая,70,54.852777777777774,73.89694444444444,3.0,2.5,3.7,3.7,3.7,мн
21.08.2021,14:30:00,д Давыдовка,17,55.125277777777775,73.43944444444445,3.0,0.1,0.2,0.2,0.2,с иных категорий
21.08.2021,16:00:00,д Давыдовка,77,55.15222222222222,73.43527777777778,3.0,0.2,0.4,0.4,0.4,с иных категорий
21.08.2021,15:30:00,с Калинино,107,54.841388888888886,73.81916666666666,3.0,1,4.6,4.6,0,мн
08.10.2021,15:00:00,с Никоновка,341,55.348333333333336,73.57027777777778,9.0,2.5,8.9,8.9,8.9,мн
26.04.2021,08:30:00,д Черноозерье,315,55.99777777777778,73.84972222222223,5.0,6,15.1,15.1,15.1,с иных категорий
26.04.2021,10:30:00,д Николаевка,170,55.59972222222222,72.84666666666666,6.0,5,9.8,9.8,9.8,с иных категорий
26.04.2021,12:20:00,д Орловка,54,55.88166666666667,73.99305555555556,6.0,3.5,8.2,8.2,8.2,с иных категорий
26.04.2021,14:00:00,д Тамбовка,275,55.47805555555556,72.94,6.0,6.2,19.7,19.7,19.7,с иных категорий
26.04.2021,16:45:00,д Галицыно,280,55.99888888888889,73.04305555555555,6.0,7.5,22.9,22.9,22.9,с иных категорий
27.04.2021,09:30:00,д Алексеевка,123,55.67027777777778,73.26388888888889,7.0,5.5,19.8,19.8,19.8,с иных категорий
27.04.2021,13:00:00,д Карманово,17,55.840555555555554,73.4563888888889,8.0,2,19.5,4.6,4.6,с иных категорий
27.04.2021,14:10:00,д Урусово,121,55.64277777777778,73.33666666666667,7.0,10,22.6,22.6,22.6,с иных категорий
14.05.2021,15:40:00,д Орловка,9,55.909166666666664,73.58444444444444,6.0,2.5,4.1,4.1,4.1,мн
29.04.2021,10:50:00,с Новотроицк,36,55.81861111111111,73.11305555555556,6.0,5,10.9,10.9,10.9,с иных категорий
29.04.2021,13:30:00,с Хохлово,34,55.90888888888889,73.65305555555555,9.0,4,12.9,12.9,12.9,мн
29.04.2021,16:10:00,д Плоское,290,55.85,72.93638888888889,7.0,4.5,11.3,11.3,11.3,с иных категорий
30.04.2021,12:30:00,д Михайловка,227,55.635555555555555,72.89972222222222,6.0,2,2.7,2.7,2.7,мн
30.04.2021,15:50:00,д Галицыно,259,55.8525,73.03361111111111,5.0,11,24.1,24.1,24.1,с иных категорий
01.05.2021,10:50:00,рп Саргатское,48,55.63194444444444,73.51833333333333,15.0,1,5.6,5.6,5.6,мн
02.05.2021,11:00:00,рп Саргатское,170,55.59222222222222,73.50333333333333,10.0,1,3.3,3.3,1.5,мн
02.05.2021,15:05:00,рп Саргатское,24,55.6475,73.50694444444444,10.0,4,43.3,43.3,43.3,мн
02.05.2021,14:00:00,с Нижнеиртышское,218,55.46666666666667,73.19111111111111,11.0,30,94.6,94.6,94.6,мн
04.05.2021,09:00:00,д Михайловка,55,55.69888888888889,73.04,5.0,6.2,16.3,16.3,16.3,с иных категорий
04.05.2021,15:00:00,с Нижнеиртышское,306,55.49388888888889,73.155,6.0,3.4,7.6,7.6,7.6,с иных категорий
04.05.2021,19:00:00,д Глебовка,127,55.71194444444444,72.93611111111112,6.0,2.1,8.3,8.3,8.3,с иных категорий
05.05.2021,15:00:00,д Тамбовка,228,55.443888888888885,72.96694444444445,5.0,3.7,17.1,17.1,17.1,с иных категорий
05.05.2021,06:50:00,д Павловка,170,55.55,72.81111111111112,7.0,9.5,23.9,23.9,23.9,с иных категорий
06.05.2021,13:30:00,д Михайловка,42,55.71,73.04416666666667,9.0,13.7,61.3,61.3,61.3,с иных категорий
07.05.2021,10:40:00,д Новопокровка,65,55.58888888888889,73.23,8.0,5.3,59.2,59.2,59.2,с иных категорий
07.05.2021,12:00:00,аул Балангуль,204,55.78111111111111,73.24194444444444,9.0,6.2,30.6,30.6,30.6,с иных категорий
09.05.2021,12:40:00,д Плоское,132,55.81611111111111,73.01611111111112,9.0,50,313.9,313.9,313.9,с иных категорий
10.05.2021,10:50:00,рп Саргатское,25,55.66111111111111,73.52694444444444,7.0,3.5,9.9,9.9,8.6,с иных категорий
11.05.2021,15:00:00,д Беспалово,4,55.980555555555554,73.31388888888888,6.0,5.7,23.2,23.2,23.2,с иных категорий
23.04.2021,08:30:00,д Ивановка,313,55.71805555555556,73.615,4.0,5.2,17.1,17.1,13.1,с иных категорий
23.04.2021,13:30:00,д Карманово,71,55.83,73.5411111111111,4.0,4,8.9,8.9,6.7,с иных категорий
12.05.2021,17:00:00,с Новотроицк,243,55.759166666666665,72.975,5.0,6.5,24.2,24.2,24.2,с иных категорий
24.04.2021,16:10:00,рп Саргатское,142,55.586666666666666,73.53194444444445,3.0,2,5.2,5.2,5.2,с иных категорий
25.04.2021,14:00:00,д Увальная Бития,250,55.488055555555555,73.31944444444444,16.0,1.5,4.8,4.8,4.8,с иных категорий
27.05.2021,15:00:00,д Михайловка,214,55.61055555555556,72.90611111111112,5.0,6.8,13.5,13.5,13.5,с иных категорий
28.05.2021,09:30:00,с Баженово,86,55.634166666666665,73.11583333333333,3.0,1,3.5,3.5,3.5,с иных категорий
28.05.2021,14:30:00,д Верблюжье,306,55.40888888888889,73.10111111111111,4.0,5.2,7.9,7.9,7.9,с иных категорий
29.05.2021,10:00:00,с Андреевка,270,55.716388888888886,73.80333333333333,4.0,1.2,2.3,2.3,2.3,с иных категорий
29.05.2021,15:00:00,д Александровка,338,55.92722222222222,73.39444444444445,4.0,1.9,3.1,3.1,3.1,с иных категорий
02.06.2021,12:00:00,д Новопокровка,167,55.53611111111111,73.20194444444445,3.0,3,15,15,15,с иных категорий
11.07.2021,11:50:00,с Баженово,43,55.6425,73.10444444444444,1.0,1.5,1.9,1.9,1.9,мн
05.07.2021,08:30:00,рп Саргатское,251,55.6,73.40694444444445,3.0,1.5,3.7,3.7,3.7,мн
30.06.2021,14:30:00,рп Саргатское,205,55.56388888888889,73.44805555555556,,1,2.2,2.2,2.2,мн
19.10.2021,17:00:00,д Алексеевка,102,55.676944444444445,73.22166666666666,5.0,1.7,2.1,2.1,2.1,мн
15.05.2021,12:35:00,д Лебединка,255,56.91305555555556,75.80194444444444,4.0,2,5,4,4,с иных категорий
07.05.2021,00:30:00,д Новоалександровка,275,56.86611111111111,75.61611111111111,15.0,10,10,3,3,с иных категорий
07.05.2021,08:00:00,д Новоалександровка,215,56.88305555555556,75.58305555555556,10.0,17,20,6,6,с иных категорий
08.05.2021,14:30:00,с Бакино,299,56.84,75.63888888888889,12.0,5,47,7,7,с иных категорий
10.05.2021,14:00:00,д Лебединка,47,56.888888888888886,75.80305555555556,5.0,2,23,15,15,с иных категорий
11.05.2021,02:00:00,д Спасск,76,57.04194444444445,75.89888888888889,5.0,5,18,8,8,с иных категорий
12.05.2021,07:00:00,д Новоалександровка,90,56.86277777777778,75.63166666666666,5.0,5,24,8,8,с иных категорий
12.05.2021,13:00:00,с Бакино,275,56.83611111111111,75.61111111111111,5.0,6,12,12,12,с иных категорий
13.05.2021,11:30:00,д Лебединка,252,56.909444444444446,75.79611111111112,5.0,1.5,3.8,3.8,3.8,с иных категорий
20.05.2021,04:00:00,д Михайловка,341,56.88,75.12305555555555,4.0,4,8,8,8,с иных категорий
21.05.2021,14:30:00,д Михайловка,341,56.882222222222225,75.10638888888889,8.0,3,5,4,4,с иных категорий
22.05.2021,09:00:00,д Михайловка,351,56.87611111111111,75.10722222222222,4.0,5,14,14,7,с иных категорий
23.05.2021,07:00:00,с Голубовка,275,56.88611111111111,75.20805555555556,5.0,5,98,98,98,с иных категорий
16.05.2021,12:30:00,д Победа,253,54.48916666666667,74.22805555555556,6.0,17,23.1,23.1,23.1,с иных категорий
01.05.2021,13:10:00,д Новобелозеровка,309,54.620555555555555,73.34666666666666,13.0,2.5,8.6,8.6,8.6,с иных категорий
04.05.2021,17:40:00,рп Таврическое,350,54.58361111111111,73.61833333333334,3.0,0.2,0.6,0.6,0.6,мн
05.05.2021,15:30:00,с Звонарев Кут,265,54.684444444444445,73.245,12.0,3,4.5,4.5,4.5,с иных категорий
06.05.2021,17:30:00,д Камышино,43,54.716944444444444,73.45361111111112,14.0,0.1,0.5,0.5,0.5,с иных категорий
08.05.2021,14:30:00,д Гончаровка,83,54.42888888888889,73.77,5.0,3,22.5,22.5,22.5,с иных категорий
09.05.2021,11:40:00,д Пограничное,200,53.871944444444445,73.75861111111111,13.0,0.2,0.5,0.5,0.5,с иных категорий
09.05.2021,13:20:00,д Новинка,4,54.791666666666664,73.14666666666666,7.0,5,18.9,18.9,1,с иных категорий
22.04.2021,16:45:00,д Бердянка,340,54.657222222222224,73.09666666666666,5.0,3.5,4.4,4.4,4.4,мн
11.05.2021,12:40:00,с Садовое,256,54.6425,73.2311111111111,7.0,2,3.6,3.6,3.6,с иных категорий
24.04.2021,12:30:00,д Кудук-Чилик,323,54.547777777777775,73.05472222222222,5.0,3.8,4.4,4.4,4.4,с иных категорий
09.06.2021,16:30:00,рп Таврическое,82,54.58138888888889,73.61666666666666,3.0,0.3,0.8,0.8,0.8,мн
12.06.2021,16:30:00,рп Таврическое,90,54.58138888888889,73.61305555555556,3.0,0.9,1.7,1.7,1.7,мн
14.06.2021,00:10:00,с Александровка,110,54.54055555555556,72.83694444444444,3.0,6,13.5,13.5,13.5,мн
26.05.2021,14:40:00,рп Павлоградка,243,54.22361111111111,73.60472222222222,4.0,1.2,7.5,7.5,7.5,с иных категорий
27.05.2021,00:15:00,д Пахомовка,31,54.71666666666667,73.18277777777777,5.0,0.8,1.1,1.1,1.1,от гроз
28.05.2021,15:00:00,аул Тулумбай,319,54.86888888888889,72.9725,3.0,4,4.3,4.3,4.3,мн
17.06.2021,09:00:00,д Камышино,56,54.728611111111114,73.435,2.0,0.3,0.5,0.5,0.5,мн
29.05.2021,15:00:00,с Воронково,194,54.57083333333333,73.1475,3.0,2,4.1,4.1,4.1,мн
30.05.2021,09:00:00,с Пристанское,57,54.44694444444445,74.28916666666667,5.0,10,14.8,14.8,14.8,мн
19.07.2021,14:00:00,рп Таврическое,331,54.55166666666667,73.64916666666667,3.0,1,2,2,2,мн
24.07.2021,15:00:00,с Сосновское,122,54.617222222222225,73.1425,2.0,2,3,3,3,мн
26.07.2021,16:00:00,с Азово,46,54.74527777777778,73.0925,8.0,4,5.6,5.6,5.6,с иных категорий
15.05.2021,13:00:00,д Дубрава,78,56.463055555555556,73.51,6.0,4,33.7,32.7,32.7,с иных категорий
27.04.2021,10:30:00,д Вороновка,117,56.45944444444444,73.84527777777778,7.0,2,80.9,80.9,80.9,с иных категорий
30.04.2021,16:30:00,д Николаевка,333,56.2475,73.06555555555556,7.0,8,15.1,12,12,с иных категорий
02.05.2021,16:00:00,д Николаевка,110,56.21611111111111,73.13055555555556,7.0,7,23.3,23.3,23.3,с иных категорий
02.05.2021,11:00:00,д Плахино,103,56.31583333333333,73.39583333333333,7.0,5,12.9,12.9,12.9,с иных категорий
04.05.2021,12:00:00,д Николаевка,150,56.20055555555555,73.10111111111111,6.0,4,21.2,21.2,21.2,с иных категорий
06.05.2021,08:00:00,д Сидоровка,226,56.473333333333336,74.53222222222222,12.0,1,2.6,2.6,2.6,с иных категорий
07.05.2021,10:50:00,д Квашнино,148,56.37027777777778,73.52555555555556,17.0,17,70.3,70.3,70.3,с иных категорий
07.05.2021,12:30:00,д Сидоровка,235,56.00388888888889,74.56694444444445,6.0,5,52.6,52.6,52.6,с иных категорий
07.05.2021,00:30:00,д Усть-Тара,120,56.6375,74.71305555555556,3.0,57,362,362,358.6,с иных категорий
08.05.2021,09:30:00,д Николаевка,270,56.21888888888889,73.0325,7.0,3.5,15.7,15.7,15.7,с иных категорий
09.05.2021,11:00:00,с Крайчиково,85,56.27305555555556,73.40527777777778,6.0,60,188,188,188,с иных категорий
09.05.2021,08:30:00,с Корсино,22,56.620555555555555,73.99472222222222,7.0,50,1366.6,1356.5,1356.5,с иных категорий
09.05.2021,16:20:00,с Машканка,225,56.65611111111111,74.69,7.0,10,163.87,161.37,161.37,с иных категорий
10.05.2021,08:45:00,с Колосовка,160,56.428333333333335,73.63444444444444,7.0,4,20.5,20.5,20.5,с иных категорий
10.05.2021,15:00:00,д Коготово,89,56.52916666666667,73.6375,6.0,10,1840.5,1730.2,1680.2,с иных категорий
11.05.2021,11:15:00,с Самсоново,60,56.98,74.39416666666666,0.0,1.5,3.73,3.73,3.73,мн
12.05.2021,00:30:00,с Нагорное,214,56.66888888888889,74.84611111111111,1.0,34,58.04,58.04,44.14,мн
13.05.2021,11:00:00,д Тоскино,229,56.60194444444444,73.70805555555556,6.0,10,70.8,70.8,70.8,с иных категорий
18.05.2021,14:00:00,с Новологиново,4,56.53944444444444,73.78833333333333,6.0,3,4.6,4.6,4.6,с иных категорий
26.05.2021,10:00:00,п Атак,4,56.846111111111114,74.655,5.0,2.5,3.24,3.24,1.84,мн
15.06.2021,10:00:00,д Крапивка,237,57.06194444444444,74.275,3.0,16,37.62,37.62,37.62,с иных категорий
16.06.2021,17:40:00,д Крапивка,207,57.05583333333333,74.28777777777778,3.0,24,30.07,30.07,30.07,с иных категорий
07.07.2021,16:00:00,д Меркутлы,285,56.093333333333334,72.91694444444444,5.0,2,5,5,5,от гроз
20.10.2021,06:30:00,с Крайчиково,314,56.295833333333334,73.27472222222222,7.0,0.2,16.7,16.7,16.7,мн
05.05.2021,23:00:00,с Петрово,359,57.57611111111111,72.06388888888888,5.0,10.5,15,15,15,с иных категорий
08.05.2021,14:30:00,д Кипо-Кулары,198,57.52305555555556,71.86111111111111,,2,460,460,460,с иных категорий
09.05.2021,08:00:00,д Малый Тевриз,162,57.34305555555556,72.54388888888889,,94,94,94,94,с иных категорий
01.06.2021,16:30:00,с Кип,225,57.50194444444445,71.75305555555556,5.0,70,70,70,30,от гроз
26.04.2021,00:10:00,д Красный Шар,45,55.82388888888889,72.38083333333333,15.0,10,24.1,21.9,21.9,мн
26.04.2021,16:00:00,д Вторая Пятилетка,62,55.843333333333334,72.10055555555556,15.0,5.6,20.47,20.47,19.77,мн
26.04.2021,16:00:00,с Старосолдатское,26,56.14555555555555,72.55944444444444,15.0,8,23,20.9,20,мн
26.04.2021,16:30:00,с Нагибино,2,55.73166666666667,72.71444444444444,15.0,9.1,20.4,20.4,20.4,мн
27.04.2021,13:00:00,д Карбаиново,45,56.174166666666665,72.69666666666667,15.0,5,21,21,16.7,с иных категорий
27.04.2021,14:00:00,д Гуровка,37,55.57416666666667,72.65388888888889,15.0,8.5,8.5,8.5,8.5,с иных категорий
27.04.2021,15:00:00,п Октябрьский,78,55.810833333333335,72.12722222222222,15.0,8.2,20.96,20.96,20.96,с иных категорий
28.04.2021,11:30:00,с Красноусово,50,55.8875,72.01,10.0,7,22.7,22.7,22.7,с иных категорий
28.04.2021,17:00:00,д Ильинка,44,55.67611111111111,72.37305555555555,10.0,6.3,15.7,15.7,15.7,с иных категорий
29.04.2021,14:00:00,г Тюкалинск,71,55.88527777777778,72.11527777777778,20.0,22,129.8,129.8,116.2,с иных категорий
30.04.2021,09:00:00,с Красноусово,20,55.89194444444445,72.04416666666667,20.0,5.2,21.5,21.5,21.5,с иных категорий
30.04.2021,16:00:00,д Зотино,89,55.986111111111114,72.13166666666666,20.0,9,24.2,24.2,24.2,с иных категорий
01.05.2021,13:00:00,с Атрачи,88,55.95333333333333,72.11722222222222,20.0,15,140.9,140.9,140.9,с иных категорий
02.05.2021,11:30:00,г Тюкалинск,39,55.90472222222222,72.1686111111111,22.0,4.7,19.3,19.3,19.3,с иных категорий
02.05.2021,11:30:00,д Савиново,10,56.175555555555555,72.8275,22.0,7,23.1,23.1,18.6,с иных категорий
02.05.2021,16:00:00,с Бекишево,68,55.57111111111111,72.65916666666666,22.0,3,8.4,8.4,8.4,с иных категорий
